avano	haveneau, havenet
tête_de_Turc	souffre-douleur, bouc_émissaire
tétraconazole	(%C2%B1)-2-(2,4-dichlorophényl)-3-(1H-1,2,4-triazol-1-yl)propyl_1,1,2,2-tétrafluoroéthyl_éther, (RS)-2-(2,4-dichlorophényl)-3-(1H-1,2,4-triazol-1-yl)propyl_1,1,2,2-tétrafluoroéthyl_éther
indigotier	indigo_des_Indes, indigotier_des_teinturiers, indigotier_des_Indes, indigotier_franc, anil
trois_francs_six_sous	trois_fois_rien
putréfaction	pourrissement, corruption
appareil_flamand	appareil_picard, appareil_français
traitement_de_faveur	favoritisme
Afro-Eurasie	Eurasafrique, Ancien_Monde, Ile_mondiale, Afrasie, Eurafrasie
lithosol	régosol
scilliroside	3β-(β-D-glucopyranosyloxy)-17β-(2-oxo-2H-pyran-5-yl)-14β-androst-4-ene-6β,8,14-triol_6-acetate, (3β,6β)-6-(acetyloxy)-3-(β-D-glucopyranosyloxy)-8,14-dihydroxybufa-4,20,22-trienolide
crêpage_de_chignons	crêpage_de_tignasses
carpillon	carpeau
forte-piano	piano-forte
stellaire_intermédiaire	gazôbi, mouron_blen, mouresou, maurion, sermura, herbe_d’oiseau, mourélou-des-ousels, morillon, gleiz, mourihoun, meron, vogelmiere, mouron-des-ousès, paparoû, traînasse, murellu, lagad-yar, trisseta, vogelskrütt, mouron_des_oiseaux, esteleto, mouronnet, morion, paparudo_blanco, thinthoû, mourraillou, stellaria, gazaùbe, morreddon, trisseto, mouron_blanc, boet_labouse, pabarou, herbe-à-cochon, gazôy, boet_laboused, moredoum, bourrasoù, mourëulou, gleiz-ruz, engraisse-galine, chintoù, boet_lapoussed, hianerserp, paparudo, mourassou, traînard, engraisso-galine, mordon, marion, mouraillon, erba-dei-canàri, mourillon, traîne, mouril, mourillou, sanvin, mourin, stellaire, poue, mourélou, mourion, faux-mouron
S/2001_U_3	Francisco, Uranus_XXII
pyrimiphos-éthyl	thiophosphate_de_O-(diéthylamino-2_méthyl-6_pyrimidinyle-4)_et_de_O,O-diéthyle, diéthylamino-2_méthyl-6_pyrimidine-yl_diéthyl_phosphorothionate-4
S/2001_U_2	Ferdinand, Uranus_XXIV
aurifique	aurifère
inquisition	Office, Saint_Office, Congrégation_pour_la_doctrine_de_la_foi, Saint-Office
S/2001_U_1	Uranus_XXI, Trinculo
bourseron	bourson
trilittéral	trilitère, trilittère
bouvard	bouard
adultère	extramarital, infidèle
énargite	clarite, garbyite, guayacanite, stannoenargite
sargonoir	mélandre
lymnée	limnée
indéboulonnable	indévissable
tailladé	taillader, coupé
roussée	ruchon, Rouen
relocation	relocalisation, relogement
piraya	piranha
fiévreusement	fébrilement
mot_à_mot	texto, au_pied_de_la_lettre
gélada	gelada
unilitère	monolitère, unilittéral, uniconsonantique
charbon_minéral	charbon, charbon_de_terre, houille
canal_thoracique	conduit_thoracique
mellite	pierre_miel, succin_transparent_en_cristaux_octaèdres, xylocryptite, mellilite
acide_glucuronique	acide_D-glucuronique, glucuronate, D-glucuronate
photorésistance	résistance_photo-dépendante, photoconducteur
truiticulture	trutticulture
trio	tiriyo
mutualiser	mettre_en_commun
marie-salope	salope
panache_d’officier	chandelle, plumet_d’officier
enculé_de_ta_mère	enculé_de_ta_race
onduler	ondoyer
cataire	herbe_aux_chats
sa_mère	putain
population	groupe, habitant, peuple
léproserie	maladrerie
stapes	étrier
jeu_d’échecs	échecs
groupement_foncier_agricole	GFA
oryctérope	cochon_de_terre, oryctérope_du_Cap
i.e.	c.-à-d., c’est-à-dire
RNIS	ISDN
empâtement	bouffissure, engraissement
barille	bourde
maréchal_des_logis-chef	margis-chef
indolore	indolent
exclusion_mutuelle	mutex
essart	sart, défrichement
rhotacisation	rhotacisme
réenfouir	renfouir
éduquer	élever
ouette_d’Égypte	oie_d’Égypte
impôt_des_portes_et_fenêtres	taxe_des_portes_et_fenêtres
parvenu	carriériste, nouveau_riche, arriviste
ramasse-miettes	récupérateur_de_mémoire, glaneur_de_cellules
tout_à_la_fois	à_la_fois
outarde_barbue	grande_outarde
tumultueux	tumultuaire
sandre	saule_blanc
livarde	baleston
sereinement	calmement
imparable	imbattable
droséra	rossolis, drosère
draine	haute-grive, traie, verguette
appréhendable	compréhensible, appréhensible
ineffable	indicible, tabou
kpellé	guerzé
bidasse	pioupiou, tourlourou, troufion
pantiner	pantimer
à_laver_la_tête_d’un_More,_on_perd_sa_lessive	à_laver_la_tête_d’un_âne,_on_perd_sa_lessive
essangeage	prélavage
2,4,5-TP	acide_(trichloro-2,4,5_phénoxy)-2_propionique , fénoprop
chlorprophame	chloro-IPC, isopropyl-N_(3_chlorophényl)_carbamate, CIPC, N-(chloro-3_phényl)_carbamate_d’isopropyle
bique	rosse, mégère, biquette, bourrique
divulgation	propagation, publication, révélation
chlorphéniramine	chlorphénamine
repixeliser	repixéliser
expansionniste	impérialiste, hégémonique
tourne-oreille	tourne-soc
caveur	rabassier
S/2002_N_4	Néso, Neptune_XIII
échantignole	chantignole
cervalobélophile	tégestophile
lecture_sale	lecture_impropre
justice_sociale	équité
photoblogue	cybercarnet, photocarnet, photographique, carnet, photo
sandow	exerciseur, tendeur, extenseur
pavillon_blanc	drapeau_blanc
en_valoir_la_peine	valoir_le_coup
ouïr_dire	entendre_parler
nuisible	dommageable, nocif, nocible
désobligeant	dur, désagréable, maléfique, mauvais, coupable, crapuleux, odieux, détestable, méchant, impitoyable, répréhensible, médisant, malintentionné, épouvantable, agressif, vilain, malveillant, cruel, calomnieux, disgracieux, perfide, affreux, pernicieux, contrariant, antipathique, aigre, blessant, irritant, malfaisant, vexant, déplaisant, infect
asiate	asiatique
médiator	pick, pic
en_gésine	en_couches
astate	helvétium, alabamine, dor, alabamium, éka-iode, anglohelvétium, dakin
Lucifer	diable, Shaytan, Belzébuth, Satan, démon
phylogénique	taxinomique, phylogénétique
lâcher_les_baskets	lâcher_la_grappe
noctuelle_noirâtre	noirâtre
voiture-bar	wagon-bar
cladogramme	arborescence
vieillesse	vieillerie
mélantérite	vitriol_romain, couperose_verte, fer_sulfaté, mélantérie, mélanthérite, vitriol_vert
sommé	sommer, coiffé
cloque	vésicule, phlyctène
troufignoliser	sophistiquer, troufignoler, alambiquer
lithiase	maladie_de_la_pierre
liquide_physiologique	sérum_physiologique, solution_physiologique
trou	creux, percement, électron-trou, trou_d’électron, bled, patelin, brèche
pour_le_moins	à_tout_le_moins, tout_au_moins, tout_du_moins
trot	pas, galop
logiciel_privateur	logiciel_propriétaire
français_québécois	français_du_Québec
affetto	affettuoso
mâcher	mastiquer
mort-vivant	zombi
atonal	sériel
S/2002_N_3	Neptune_XII, Laomédie
S/2002_N_2	Sao, Neptune_XI
aquaplaning	aquaplanage, hydroplanage
S/2002_N_1	Neptune_IX, Halimède
verbe_à_trois_actants	verbe_trivalent, verbe_triactanciel
trop	excessivement, excès, hyper
management_des_connaissances	gestion_des_connaissances
clavelée	claveau
soirée	soir, fête, bal
récréatif	distrayant, délassant, divertissant
moyenâgeux	médiéval
Trichogramma_brassicae	Trichogramma_maidis
block-système	cantonnement
odontologie	dentisterie
affaitement	affaitage, affaîtage
dessouler	décuiter
eurocentime	centime_d’euro, cent, eurocent
sataner	satonner, satoner
écrevisse_turque	écrevisse_à_pattes_grêles, Astacus_leptodactylus
bendiocarbe	N-méthylcarbamate_de_(diméthyl-2,2_benzodioxole-1,3_yle-4), 2,2-dimethyl-1,3-benzodioxol-4-yl_methylcarbamate
truanderie	truandaille
crève-la-faim	gueux, miséreux, meurt-de-faim
Cressida	Uranus_IX, S/1986_U_3
insuccès	échec, plantage
sulpicien	saint-sulpicien
pintadine	méléagrine
pierre_du_Vésuve	pierre_de_Naples
verdunisation	javellisation
à_l’état_sauvage	en_liberté
embourrer	bourrer, rembourrer
fransquillonner	chogobiter, pincer_son_français, parler_pointu, parler_en_cul_de_poule, perler
Jupiter_XII	Ananké, J_XII
Vandale	Vantousien‎
parc_relais	parking-relais, parc_de_stationnement_incitatif, stationnement_incitatif, parc_de_dissuasion, parking_de_dissuasion
boutique	magasin, échoppe
Veneux-Les_Sablons	Veneux-Nadon
émottement	émottage
botter_en_touche	dégager_en_touche
monopoliste	monopolistique
chlorure_de_chlorocholine	CCC, 3-chlorure_de_2-chloroéthyl_triméthylammonium
incoulable	insubmersible
tanière	antre, gîte, taudis, retraite, terrier
plectrophane_des_neiges	bruant_des_neiges
tennantite	binnite, julianite, fahlite, regnolite, érythroconite, énargite-beta, cuivre_gris, miedziankite
avant_qu’il_soit_longtemps	avant_longtemps
syntagme_adjectival	groupe_adjectival
millet_commun	millet_blanc, millet, millet_cultivé, grand_millet, panic_millet
appareil_à_la_française	appareil_picard, appareil_flamand
acoumètre	audiomètre
robert	algue_noueuse, ascophylle_noueuse, goémon_noir
calcarifère	calcaire, calcique
sabellien	modaliste
Jupiter_XIX	S/2000_J_8, Mégaclité, J_XIX
creek	muscogee
Jupiter_XIV	S/1979_J_2, Thébé, J_XIV
contexter	contextualiser
mentisme	fuite_des_idées
dicrocœliose	distomatose_hépato-biliaire_à_Dicrocoelium
confusant	déroutant
azygos	azigos
klein	bleu
Skathi	S/2000_S_8, Saturne_XXVII
crémier	laitier, B.O.F., beurrier
faire_tourner_une_machine	faire_une_machine
bouffi	boursouflé
réassortiment	rassortiment
aryténoïde	cartilage_aryténoïde
grappeter	grappiller, glaner
renard_polaire	renard_bleu
machine	système, engin, dispositif
galette	crêpe_de_blé_noir
soit_dit_en_passant	à_propos
ressasser	répéter, remâcher, rabâcher
susseyer	zézayer, zozoter
piéride_de_la_rave	petit_blanc_du_chou
Jupiter_XLI	S/2003_J_7, Aoédé, J_XLI
exophtalmie	proptose
charognard	nécrophage
maquisard	guérilléro, partisan
graphe_symétrique	graphe_arc-transitif
l’amour_est_aveugle	l’amour_et_la_fortune_sont_aveugles
coûter_un_bras	coûter_les_yeux_de_la_tête, coûter_une_couille, coûter_la_peau_du_dos, coûter_la_peau_du_cul, coûter_la_peau_des_fesses
sociolecte	parlure, dialecte_social
oxamyl	DPX_1410
louvoyage	louvoiement
eumétazoaire	métazoaire_supérieur, Eumetazoa
desmédiphame	éthyl-3-phényl_carbamoyloxy_carbanilate
scie-cloche	trépan-scie
bénaton	bénate
jacinthe_d’eau	calamote
écrouelles	scrofule, adénopathie
dicofol	trichloro-2,2,2_bis_(chloro-4_phényl)-1,1_éthanol
neuromédiateur	neurotransmetteur
Jupiter_XLV	J_XLV, S/2003_J_6, Hélicé
truc	dôme, astuce, mont, combine
rassouvir	réassouvir
géobotanique	phytogéographie
hétérosomique	allosomique, gonosomique, hétérochromosomique
clé_anglaise	clé_à_crémaillère
viande_noire	gibier
adepte	amateur, initié
zinzinuler	zinzibuler
ambivalence	équivoque, équivocité, ambiguïté
universaliste	universel
pédication	inversion, enculade, homosexualité, enculage, sodomie, uranisme, bougrerie, pédérastie
maryse	lécheuse, spatule
astrictif	astringent
étrange	bizarre, surprenant, étonnant, sidérant, ahurissant, spécial, extraordinaire, space, bizarroïde, curieux, fabuleux, inouï, incroyable, stupéfiant, différent, invraisemblable
expansionnisme	hégémonisme, impérialisme
fermeture_Éclair	zip, fermeture_à_crémaillère, fermeture_à_glissière, braguette, zipper, tirette, glissière
neutrophile	granulocyte_neutrophile, neutrophilique
yearling	pur-sang, jeune, coursier, poulain, cheval
caféone	cafféol
antidéflagrant	antiexplosif
taxi-girl	geisha, call-girl, entraîneur
quarteron	poignée
linceul	suaire
kidnapper	ravir, enlever
grand_monarque	monarque
boycottage	boycott
damier_de_la_succise	damier_des_marais, mélitée_de_la_scabieuse, artémis, damier_printanier, mélitée_des_marais
p._ex.	par_ex.
glottonyme	glossonyme
neurasthénie	syndrome_de_fatigue_chronique, fatigue_nerveuse
polluriel	pourriel, spam
songhaï	sonrhaï
enliser	paralyser, embourber
mimosa_d’hiver	acacia_blanchâtre, mimosa_argenté, mimosa, mimosa_des_fleuristes
xipho	porte_épée, porte_glaive, xiphophore, Xiphophorus_helleri
inquisitif	inquisiteur
yoyoter_de_la_touffe	timbré, bercé_trop_près_du_mur, avoir_une_case_en_moins, dérangé, yoyoter_de_la_cafetière, fêlé, yoyoter_de_la_toiture, yoyoter_de_la_mansarde
agro-	agri-
eisegèse	interprétation, explication
bourrer_le_crâne	décerveler, bourrer_le_mou
antimoderne	antimoderniste, traditionaliste
chélo-	chél-, chéli-
prouvable	démontrable
oxyurose	oxyuriase
fainéanter	faignanter, faignantiser, feignanter, feignantiser, paresser
velcro	scratch
ciste_cotonneux	ciste_blanchâtre, ciste_blanc
mouler_un_cake	chier, aller_à_la_selle, poser_une_pêche, déféquer, tartir, faire_popo, couler_un_bronze, caguer, faire_caca
de_jour_comme_de_nuit	vingt-quatre_heures_sur_vingt-quatre
indianocéanisme	indiaocéanisme, india-océanisme, indo-océanisme
psychoter	se_faire_des_films
tache_mongolique	tache_bleue, tache_bleue_mongolique, tache_mongole, tache_bleue_mongoloïde, tache_mongoloïde
Mimas	Saturne_I
nettoyable	lavable
lampe_électrique	lampe
immoralisme	hédonisme, amoralisme
sapotillier	sapotier
harkiste	harki
apostumer	abcéder
à_corps_perdu	tête_baissée, la_tête_la_première
paille-en-queue	paille-en-cul, phaéton, oiseau_du_tropique, fétu-en-cul
dicotylédone	dicotylée, Dicotyledones, Dicotyledoneae, Magnoliopsida
admonition	admonestation
courant_électrique_continu	courant_continu
intersexuels	intersexués, intersexes
protéiforme	polymorphe
saprophage	saprophyte, nécrophage
trombe	vortex, siphon, trombe_terrestre, tourbillon, trombe_marine, tornade, échillon
entame	entamure
abandon	renonciation, vacance, capitulation, cession_de_bien, négligence, placage, désistement, départ, rupture, désertion, vau-l’eau, délaissement, démission, reniement, défection, apostasie, lâchage, abjuration, confiance
question_rhétorique	interrogation_oratoire
benoîte	herbe_bénie, herbe_de_saint_Benoît
arroi	apparat
puissance_du_continu	cardinal_du_continu
zythologie	biérologie
y_avoir_caca_sous_neige	y_avoir_anguille_sous_roche
Demenge	Dominique
climatérique	critique, climatique
beuvotter	buvotter
mapuche	araukan, mapudungun, araucan
putrescent	pourrissant
chéli-	chélo-, chél-
plaisant	agréable, nasigère
écotourisme	tourisme, vert
inversion_sujet-verbe	inversion_du_sujet
linuxien	pingouin
alsine	morgeline, mouron_des_oiseaux
tapin	tapinage
séquence	série, suite
tapis	tatami, paillasson, carpette
se_cailler	se_peler
tranquille	calme, sage
rehydrolyser	réhydrolyser
abaisse	feuille
dédouanement	dédouanage
faire_les_gros_yeux	rouler_des_yeux_furibonds, fusiller_du_regard
Trésor	Trésor_public
usinage	ouvrage, fabrication, façonnage
simple_comme_bonjour	enfantin, con_comme_la_Lune, bête_comme_chou, simple_comme_tout
fénoxaprop-P-éthyl	(D+)-éthyl-2-(4-(6-chlor-2-benzoxazolyloxy)-phénoxy)-propionate
ennoyer	noyer, inonder
ce_nonobstant	nonobstant_ce
kinkajou	potos, poto
Cæcil.	Fur.
bâtonnade	bastonnade
Uranus_VII	S/1986_U_8, Ophélie, U_VII
Sculpteur	Atelier_du_sculpteur
abdication	renoncement, abandon, capitulation, démission, veulerie, lâcheté, désistement
cajeput	cajeputier
bontebok	blesbok, damalisque_à_front_blanc
maître_baigneur	maître-nageur, maître_nageur
libre_comme_l’air	inoccupé
grand_paon_de_nuit	grand_paon, bombyx, bombyx_du_poirier
connaître_la_musique	connaître_la_chanson
Jupiter_XVI	S/1979_J_3, Métis, J_XVI
sac_à_bière	œuf_colonial, durillon_de_comptoir
spiracle	spiracule
mettre_des_bâtons_dans_les_roues	embarrer
nombre_de_charge	numéro_atomique
serveur_mandataire	proxy
cassement	cassage
glufosinate-ammonium	(amino-3_carboxy-3_propyl)_méthylphosphinate_d’ammonium
brutalement	soudainement, brusquement, violemment
huit_jours	huitaine
volige	volice, liteau
chatouille	ammocète, lamprillon
laverie	buanderie, lavomatique, blanchisserie
zythologue	biérologue
Jupiter_XXX	S/2001_J_3, J_XXX, Hermippé
Jupiter_XXV	Érinomé, S/2000_J_4, J_XXV
chouraver	barboter, chourer, piquer, carotter, taxer, faucher, choucraver
antiamibien	amoebicide, amœbicide
pierre_d’achoppement	pierre_de_scandale, difficulté, écueil, obstacle
Jupiter_XXI	S/2000_J_10, J_XXI, Chaldéné
réenlaidir	renlaidir
birbe	croulant, barbon
arcasien	arcasineur
capitelle	borie, cazelle, gariotte
pâte_dentifrice	pâte_à_dents
gillerie	niaiserie
mutualisme	solidarisme
métathèse	interversion
endoparasitisme	parasitisme_interne
vibord	embelle
Carolorégienne	Carolo
recevoir	obtenir
repixelliser	repixéliser
père	dab, vieux, papa, pater, daron, géniteur, dabe
cardioïde	cordiforme
ver_du_fumier	ver_rouge, ver_tigré
gymnocarpe	gymnocarpien
plus_tard	ci-dessous, plus_loin
irréfutable	indéniable
grand_sphinx_de_la_vigne	sphinx_de_la_vigne, grand_pourceau
implanter	implémenter
chainette	vélaire, chaînette
autoamorcer	bootstrapper
c’est_du_russe	c’est_de_l’hébreu, c’est_du_chinois
et_al.	&_cie, et_coll.
partie_fine	partouse
conistère	conisterium
stricto_sensu	sensu_stricto
tsez	dido
essaim	quantité, troupeau, multitude, nuée
tifinagh	libyco-berbère
substitute	remplaçante
épicéa	épinette, picéa, pesse, pignet
vésanie	aliénation, psychose, folie
creux	troué
ferme-porte	groom
lingue_espagnole	julienne_espagnole, molve_espagnole
feuille_de_chou	journal, canard
stylo_bille	bic, stylo_à_bille
gypaète	gypaète_barbu
fromagier	fromager
dysfonction	dysfonctionnement
hébreu_ancien	hébreu_biblique
lucarne_retroussée	chien-assis, lucarne_demoiselle
agri-	agro-
cuillère_à_œuf_à_la_coque	cuillère_à_œuf
spiracule	spiracle
rat-de-cave	gabelou
panicaut	chardon_Roland, chardon_roulant
bopomofo	zhuyin_fuhao
raimer	re-aimer, réaimer
fonts_baptismaux	fonts
cataclysme	catastrophe
de_fait	en_effet, de_facto, effectivement, en_réalité
contredanse	papillon, contravention
annabergite	fleur_de_nickel, mine_de_cobalt_verte, nickel_arseniaté, nickelocre
calvitie	chauveté
planète_rouge	Mars
pilote_automatique	Georges
